RankQS,Name,location,size,focus,research,age band,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ifr score,ifr rank,isr score,isr rank,irn score,irn rank,ger score,ger rank,score scaled
350=,Johannes Kepler University Linz,AT,M,CO,VH,4,A,11.4,501+,11,501+,79.5,140,20,562,84.2,206,22.4,499,62.7,536,21.1,562,31
350=,University of Connecticut,US,L,FC,VH,5,A,15.5,501+,10.7,501+,11.5,601+,82.8,99,69,262,24.4,474,86.9,213,35.5,362,31
352=,Norwegian University of Science And Technology,NO,XL,FC,VH,5,A,33.9,251,27,356,25.5,577,25.1,487,76.6,229,11.4,601+,95.8,61,47.9,264,30.9
352=,Universität Jena,DE,L,FC,VH,5,A,18.4,468,3.3,501+,99.9,21,9.2,601+,,,24,479,87.7,202,8.1,601+,30.9
354, University of Dundee,UK,L,FC,HI,4,A,18.9,454,15,501+,35.5,436,30.1,428,99,95,69.8,203,57.9,597,11.8,601+,30.8
355=,Beijing Institute of Technology,CN,L,FO,VH,4,A,20.7,403,15,501+,37.7,409,64.3,178,3.4,601+,4.7,601+,63.4,528,14.5,601+,30.7
355=,"City, University of London",UK,L,CO,VH,5,A,20.6,405,18.7,486,8.6,601+,44.3,308,97.3,121,99.5,39,67.6,488,42.3,308,30.7
355=,Universität Stuttgart,DE,L,CO,VH,5,A,24.1,352,24.2,397,5.7,601+,65.8,170,36.7,429,47.3,305,80.9,308,28.3,446,30.7
358,"University of Chemistry and Technology, Prague",CZ,S,FO,VH,4,A,6.5,501+,7.9,501+,99.7,29,13,601+,28.3,495,61.2,230,35.2,601+,44.1,290,30.6
359=,ITMO University,RU,M,FO,VH,5,A,11.9,501+,15.5,501+,96.2,59,7.3,601+,23.1,543,42.8,322,61.7,550,4.2,601+,30.5
359=,University of Victoria (UVic),CA,L,CO,VH,4,A,17.1,494,9.8,501+,3.6,601+,71.9,135,91.2,167,58.2,246,63.8,523,10.4,601+,30.5
361,Universiti Teknologi PETRONAS (UTP),MY,S,SP,VH,3,B,16.4,501+,29.8,326,31.8,487,46,294,85.2,200,18.4,556,65.5,504,10.6,601+,30.4
362,George Washington University,US,L,FC,VH,5,B,27.2,310,29,334,31.3,495,32.6,415,39.2,408,32.1,415,86.1,223,66.6,157,30.3
363=,Kobe University,JP,L,FC,VH,4,A,27.3,309,35.9,270,64.1,228,9.3,601+,8.6,601+,9.2,601+,45.1,601+,12.9,601+,30.2
363=,Pontificia Universidad Católica del Perú,PE,L,FO,VH,5,B,43.8,188,63.2,118,27.7,545,1.8,601+,4.3,601+,1.5,601+,34.5,601+,48.9,260,30.2
363=,Quaid-i-Azam University,PK,M,CO,VH,4,A,15.4,501+,38.4,245,2.6,601+,95.8,41,3.8,601+,2.6,601+,59.2,578,16.6,601+,30.2
363=,University of South Australia,AU,L,CO,VH,3,A,21.7,383,12.7,501+,20.8,601+,38.2,365,99.9,67,65.2,218,76,373,19.1,601+,30.2
363=,Virginia Polytechnic Institute and State University,US,XL,FC,VH,5,A,28.5,299,25.6,375,20,601+,38.5,362,68.4,267,18.5,554,84.1,259,28.5,445,30.2
368,Lincoln University ,NZ,S,CO,VH,3,A,7.5,501+,5.9,501+,43.7,352,39.1,358,100,47,95.5,75,20.8,601+,93.6,48,30.1
369=,Airlangga University,ID,L,FC,HI,4,A,30.8,277,60.9,125,48.3,322,1.3,601+,26,514,3,601+,14.5,601+,10,601+,29.9
369=,American University of Sharjah,AE,S,CO,VH,3,B,18.7,457,35.8,272,26.2,565,17.3,593,100,2,100,6,30.2,601+,79.3,109,29.9
369=,Indian Institute of Technology Roorkee (IITR),IN,M,FO,VH,5,A,16,501+,23.9,402,9.6,601+,94.5,47,1.1,601+,2.5,601+,35.6,601+,18.4,601+,29.9
369=,Umea University,SE,L,FC,VH,4,A,20,426,11.5,501+,77.1,152,17,598,25.7,521,10.6,601+,82.4,282,6.2,601+,29.9
369=,Universidade Nova de Lisboa,PT,L,FC,VH,3,A,28.7,298,20.5,448,25,585,35,391,23.6,538,60.8,232,88.4,190,22.1,548,29.9
369=,University of Kansas,US,L,FC,VH,5,A,14.9,501+,16.1,501+,80.5,134,11.2,601+,68.9,263,8.2,601+,80.9,307,23.1,524,29.9
375=,"University of California, Santa Cruz",US,L,CO,VH,4,A,18.6,462,5,501+,8,601+,81.4,105,63.5,296,13.4,601+,60.5,564,15.4,601+,29.8
375=,University of Kent,UK,L,CO,VH,4,A,18.2,472,6.4,501+,16.6,601+,50.7,255,96.7,126,68.4,209,69.5,465,32.7,388,29.8
375=,University Ulm,DE,M,FO,VH,4,A,7.6,501+,3.2,501+,80.6,133,34.4,398,42.7,394,23,492,60.7,561,7.5,601+,29.8
378=,Czech Technical University in Prague,CZ,L,SP,VH,5,A,19.9,427,33.2,292,68.9,194,4.9,601+,23.7,536,47.3,306,75,392,8.7,601+,29.7
378=,Nankai University,CN,XL,FC,VH,4,A,21.2,393,5,501+,28.7,533,70.5,144,11,601+,3.7,601+,39.1,601+,24.2,503,29.7
380=,Sharif University of Technology,IR,M,FO,VH,4,A,11.6,501+,31.8,309,7.7,601+,98.3,23,8,601+,1.3,601+,52.3,601+,82,97,29.6
380=,University of Hawaiʻi at Mānoa,US,L,FC,VH,5,A,15.6,501+,14.3,501+,45.4,339,46.1,291,55.4,330,14.2,601+,84.8,245,10.2,601+,29.6
382=,Peter the Great St. Petersburg Polytechnic University,RU,L,FO,VH,5,A,15,501+,10.4,501+,81.4,127,3.7,601+,16.4,601+,89.3,111,45.4,601+,18.7,601+,29.5
382=,Pontificia Universidad Javeriana,CO,L,FC,HI,5,B,41,203,82.4,67,20.1,601+,1.8,601+,4.9,601+,1.9,601+,27.6,601+,37.2,350,29.5
384=,Indian Institute of Technology Guwahati (IITG),IN,M,CO,VH,3,A,15.1,501+,16.9,501+,9.5,601+,96.3,37,3.4,601+,1.3,601+,36.6,601+,23.5,514,29.3
384=,Sultan Qaboos University,OM,M,FC,HI,3,A,15,501+,16.9,501+,67.3,206,14.3,601+,100,52,3.7,601+,86.8,215,63.4,177,29.3
384=,Taipei Medical University (TMU),TW,M,SP,VH,2,B,9.7,501+,17,501+,92.3,76,17,597,18.1,601+,16.1,601+,24,601+,26.5,469,29.3
384=,Westfälische Wilhelms-Universität Münster ,DE,L,FC,VH,5,A,33.1,256,22.2,425,46.3,336,13.6,601+,29.1,486,5.3,601+,83.1,269,19.3,601+,29.3
388=,Lappeenranta-Lahti University of Technology LUT,FI,S,SP,VH,4,A,7,501+,18.1,497,13.5,601+,96.8,33,35.4,438,11.3,601+,55.2,601+,11.3,601+,29.2
388=,Northeastern University,US,L,CO,VH,5,B,20.5,409,12.5,501+,17.8,601+,37.1,376,76,232,95.8,73,75.6,379,46.2,275,29.2
390=,Pakistan Institute of Engineering and Applied Sciences (PIEAS),PK,S,FO,VH,3,A,5.2,501+,8.2,501+,86.4,104,44.1,310,,,,,23.4,601+,91.2,60,29.1
390=,Universidad de Palermo (UP),AR,S,FO,MD,3,B,9.7,501+,9.9,501+,87.8,97,1.1,601+,29.4,484,96.7,67,4,601+,11.8,601+,29.1
392=,Chung-Ang University (CAU),KR,L,FC,VH,4,B,16.7,501+,35.3,278,72.4,173,8.6,601+,13.9,601+,34.7,392,33,601+,12.8,601+,29
392=,Tokyo Medical and Dental University (TMDU),JP,S,FO,VH,4,A,10.6,501+,4.8,501+,100,7,15.8,601+,3.2,601+,16.6,591,24.7,601+,6.4,601+,29
392=,University of Oulu,FI,M,FC,VH,4,A,15.6,501+,22.6,417,30,510,55.6,222,56.8,325,7.5,601+,84.4,252,24.6,497,29
392=,University of Utah,US,L,FC,VH,5,A,16.5,501+,7.6,501+,62.5,241,38,366,18.9,593,9.2,601+,82.2,283,15.2,601+,29
396=,Indian Institute of Technology Indore (IIT Indore),IN,S,FO,VH,2,A,4.7,501+,4.3,501+,42.1,369,88.7,70,2.5,601+,,,23.8,601+,37.2,352,28.7
396=,Shandong University,CN,XL,FC,VH,4,A,13.8,501+,32.8,296,19.2,601+,76.4,121,9.8,601+,3.8,601+,59.4,575,17.7,601+,28.7
398=,National Research Tomsk Polytechnic University,RU,M,FO,VH,5,A,9.4,501+,7.8,501+,91.9,77,5.3,601+,8.9,601+,80.6,154,78,345,4.5,601+,28.6
398=,Tilburg University,NL,L,FO,VH,4,A,14.8,501+,30.7,319,10.6,601+,50.1,260,95.3,136,52,281,51.9,601+,10.6,601+,28.6
400=,Universitat Politècnica de València,ES,L,CO,VH,4,A,26,326,10.2,501+,60.3,260,17.6,589,4.8,601+,20.8,528,84.6,247,13.9,601+,28.4
400=,Vilnius University ,LT,L,FC,HI,5,A,20,421,27.5,348,79.8,137,3.1,601+,10.4,601+,9.1,601+,74.3,408,52.4,234,28.4
402=,Colegio de México,MX,S,FO,HI,4,A,14.9,501+,3.9,501+,100,1,1.5,601+,10.1,601+,19.8,540,1.7,601+,99.6,15,28.3
402=,Royal Holloway University of London,UK,M,CO,VH,5,A,16.8,501+,7.5,501+,15.8,601+,42.5,327,94.3,147,86.9,125,64.7,515,11.5,601+,28.3
404,University of Pisa,IT,XL,FC,VH,5,A,40.6,207,14.7,501+,7,601+,41.7,337,6.6,601+,4.6,601+,90.8,145,12.1,601+,28.2
405,Satbayev University,KZ,M,FO,VH,4,A,18.7,458,28.9,335,79.7,139,1.3,601+,22.8,546,4.1,601+,12,601+,13.7,601+,28.1
406=,Sichuan University,CN,XL,FC,VH,3,A,18.2,475,4,501+,14.6,601+,83.5,98,5.9,601+,5.8,601+,69.2,467,18.6,601+,28
406=,South China University of Technology,CN,XL,CO,VH,3,A,10.7,501+,3.5,501+,18.6,601+,93.7,51,10.5,601+,4.6,601+,65.1,507,28.9,436,28
408=,Colorado State University,US,L,CO,VH,5,A,19.1,448,19.2,478,63.5,232,20.8,549,21.2,566,5.3,601+,77.9,348,19.8,593,27.9
408=,Technion - Israel Institute of Technology,IL,L,FC,VH,5,A,25,341,24.3,393,35.4,437,23.2,512,67,276,4.6,601+,54.4,601+,49.1,259,27.9
410=,HUFS - Hankuk (Korea) University of Foreign Studies ,KR,L,CO,HI,3,B,11.3,501+,26,368,82.3,124,1.6,601+,34,447,41.3,336,13,601+,7.8,601+,27.8
410=,Julius-Maximilians-Universität Würzburg,DE,L,FC,VH,5,A,16.2,501+,4.2,501+,4.6,601+,85.5,89,43.8,386,10.6,601+,77.3,358,2.9,601+,27.8
412=,Brunel University London,UK,L,CO,VH,4,A,11.1,501+,13.2,501+,9.9,601+,49.4,267,99.7,79,98.6,53,86.7,217,22.4,541,27.7
412=,University of Johannesburg,ZA,L,CO,VH,2,A,15.2,501+,21.5,432,40.3,389,18.3,579,94.3,148,58.4,245,88.1,196,38.9,334,27.7
412=,University of the Philippines,PH,XL,FC,HI,5,A,32.4,262,47.6,193,46.8,330,1.8,601+,2.1,601+,1.3,601+,41.1,601+,46.4,274,27.7
415,Tampere University,FI,L,FC,VH,1,A,23.7,357,27.7,346,27.7,547,37.8,369,36.3,430,6.9,601+,84.3,253,5.8,601+,27.6
416=,Ruhr-Universität Bochum,DE,XL,FC,VH,4,A,21.4,388,8.9,501+,2.2,601+,72.6,130,29.7,480,28.5,442,84.8,244,12.5,601+,27.5
416=,"Stony Brook University, State University of New York",US,L,FC,VH,4,A,19.3,446,9.8,501+,31.7,488,34.7,395,47.5,370,60.2,236,79.1,330,24.5,500,27.5
416=,The American University in Cairo,EG,M,CO,HI,5,B,28.3,302,20.2,455,40.8,384,4.1,601+,96.1,129,4.3,601+,21.9,601+,92.5,56,27.5
416=,University of Naples - Federico II,IT,XL,FC,VH,5,A,34.2,249,14.8,501+,4.8,601+,55.4,223,2.6,601+,1.1,601+,91.3,134,17,601+,27.5
420=,Johannes Gutenberg Universität Mainz,DE,XL,FC,VH,5,A,21.3,390,15.6,501+,54.4,285,17.4,591,39.3,407,17.9,562,92.5,114,11.2,601+,27.4
420=,Universität Leipzig,DE,L,FC,VH,5,A,26,325,6.6,501+,66.6,211,9.9,601+,,,17.1,578,85.9,228,13.5,601+,27.4
422=,National Technical University of Athens,GR,L,FO,VH,5,A,18.7,459,45.7,208,5.3,601+,67.9,157,1.4,601+,7.5,601+,68.9,470,68,149,27.3
422=,Shanghai University,CN,XL,CO,VH,3,A,21.1,396,8.5,501+,54.2,287,22.3,522,44.3,382,7,601+,56,601+,13,601+,27.3
422=,Xiamen University,CN,XL,FC,VH,4,A,23.9,353,8.8,501+,21.8,601+,59.3,204,6.1,601+,3.8,601+,61.6,551,23.7,510,27.3
425=,Flinders University,AU,L,FC,VH,4,A,12.1,501+,7,501+,6.3,601+,53.5,238,97.7,115,93.8,88,83.7,261,14.7,601+,27.2
425=,Swansea University,UK,L,FC,HI,5,A,18.5,464,33.7,290,25.9,570,24.4,497,72.8,247,52.8,274,83.2,267,7.3,601+,27.2
425=,University at Buffalo SUNY,US,L,FC,VH,5,A,17.7,487,10.6,501+,7.2,601+,57.9,215,76,233,42.7,323,70.9,450,35.5,363,27.2
428=,National Sun Yat-sen University,TW,M,CO,VH,3,A,25.3,334,24.9,384,36.7,423,27.3,459,20.6,575,10.6,601+,31.2,601+,7.5,601+,27.1
428=,"University of Colorado, Denver ",US,L,FC,VH,5,A,7.9,501+,8.2,501+,100,4,11.6,601+,4,601+,10,601+,75.4,384,4.6,601+,27.1
428=,University of Science and Technology Beijing,CN,L,CO,VH,3,A,13.1,501+,3.4,501+,11.8,601+,93.2,52,3.7,601+,3.4,601+,56.2,601+,4.6,601+,27.1
428=,University of Witwatersrand,ZA,L,FC,VH,5,A,25.1,337,38.9,240,12.3,601+,30.5,425,80.8,216,9.1,601+,91.4,130,89.2,75,27.1
432,Universidad Austral,AR,S,FO,HI,3,B,17.5,490,32.7,297,77.9,150,1.8,601+,2.7,601+,9.5,601+,3.6,601+,11.5,601+,27
433,Université Laval,CA,L,FC,VH,5,A,20,423,17.8,501+,32,482,27.6,454,67.4,273,33.5,401,84.6,248,17,601+,26.9
434=,Far Eastern Federal University,RU,L,CO,HI,5,A,8.4,501+,3.4,501+,93.2,69,1.9,601+,15.4,601+,63.4,222,40.5,601+,11.6,601+,26.8
434=,Université de Strasbourg,FR,XL,FC,VH,5,A,40.7,205,6.8,501+,5.1,601+,24.9,493,37.3,424,37.4,368,86.6,219,11.2,601+,26.8
436=,National Taipei University of Technology,TW,M,FO,VH,3,A,15.2,501+,58.2,135,28.9,530,32.2,418,23.2,541,24.6,472,24.3,601+,25.1,487,26.6
436=,Università Vita-Salute San Raffaele,IT,S,SP,VH,3,B,3,501+,1.4,501+,99.7,30,22.7,517,8.7,601+,4.9,601+,35.7,601+,9.5,601+,26.6
438=,Oxford Brookes University,UK,L,CO,HI,3,A,27,313,41.4,226,13,601+,9.2,601+,67.3,275,71.9,193,52.1,601+,32.7,389,26.5
438=,University of Coimbra,PT,L,FC,VH,5,A,30.1,286,13.8,501+,14.5,601+,38.6,360,12.3,601+,33.7,399,86.3,222,30.9,404,26.5
438=,Wake Forest University,US,M,FC,VH,5,B,5.4,501+,7.3,501+,100,13,12.6,601+,6,601+,12.9,601+,50.8,601+,43,296,26.5
441=,Universidade Federal de São Paulo,BR,L,FC,VH,4,A,11.3,501+,4.8,501+,98.2,47,6.6,601+,5.6,601+,1.5,601+,45.3,601+,3.1,601+,26.4
441=,Universität des Saarlandes,DE,L,FC,VH,4,A,10.2,501+,7.5,501+,86.8,101,9,601+,5.5,601+,41,340,80.3,319,23.6,513,26.4
443=,Amirkabir University of Technology,IR,M,FO,VH,4,A,5,501+,23.4,410,4.9,601+,99.6,14,15.7,601+,2.4,601+,62.6,538,39.9,327,26.3
443=,Auezov South Kazakhstan University (SKU),KZ,L,CO,MD,4,A,11.8,501+,13.7,501+,90.5,85,1,601+,15,601+,21.3,522,2.7,601+,10.8,601+,26.3
443=,Beihang University (former BUAA),CN,L,CO,VH,2,A,13.1,501+,4.4,501+,31,500,67.8,160,8.3,601+,5.5,601+,52.1,601+,13.8,601+,26.3
443=,Illinois Institute of Technology,US,M,CO,VH,5,B,14.8,501+,8.2,501+,14.7,601+,52.9,242,23.7,535,95,81,31.3,601+,22.8,532,26.3
443=,SOAS University of London ,UK,S,SP,VH,5,A,17.9,482,10.2,501+,23.8,601+,16.4,601+,100,49,99.7,33,17.9,601+,68.6,146,26.3
443=,Washington State University,US,L,FC,VH,5,A,25.5,333,24.4,391,15.3,601+,36.2,385,57.4,321,6.4,601+,78.7,337,13.3,601+,26.3
449=,Bogor Agricultural University,ID,L,CO,VH,4,A,19.6,437,28.5,339,60.7,254,1.7,601+,54.6,335,3.3,601+,21.6,601+,11.6,601+,26.2
449=,Hasselt University ,BE,M,FO,VH,3,A,4.7,501+,3.8,501+,78.8,145,16.6,601+,68.6,264,25.3,466,74.1,411,11.7,601+,26.2
449=,Umm Al-Qura University ,SA,XL,FC,HI,4,A,16.9,500,10.5,501+,59.8,262,1.9,601+,100,65,19.3,549,35.1,601+,3.9,601+,26.2
449=,Universidad de Montevideo (UM),UY,S,FC,LO,3,B,16.6,501+,19.8,467,78.9,143,1.1,601+,26.1,513,3.6,601+,1.8,601+,87.6,79,26.2
453,"University of California, Riverside",US,L,FC,VH,4,A,17.8,484,8.5,501+,8,601+,61.8,193,72,252,9.4,601+,76,374,11.6,601+,26.1
454=,Stellenbosch University,ZA,L,FC,VH,5,A,24.5,347,35.7,273,3.6,601+,51.2,251,21.5,563,9.1,601+,86.6,218,53.8,228,26
454=,University of Tromsø The Arctic University of Norway,NO,L,FC,HI,4,A,12.4,501+,3.9,501+,73.2,168,9.3,601+,71.2,254,8.5,601+,77.1,361,22.9,530,26
456,York University,CA,XL,CO,VH,4,A,22.6,369,31.3,315,6.1,601+,28.2,450,52,343,82.1,148,60.8,560,48.7,261,25.9
457=,Institut National des Sciences Appliquées de Lyon (INSA),FR,M,FO,VH,4,A,7.5,501+,31.7,311,37.8,407,32.3,417,29,488,79,158,81,306,28.2,449,25.7
457=,Sogang University,KR,M,CO,VH,4,B,18.1,477,44.5,215,51.6,304,6.3,601+,9.8,601+,36.2,379,13.8,601+,30.3,412,25.7
457=,University of Trento,IT,L,CO,VH,4,A,24.6,346,9.4,501+,18,601+,46.6,285,31.8,459,6.1,601+,85.8,230,7.2,601+,25.7
460,University of Florence,IT,XL,FC,VH,4,A,32.5,260,6.3,501+,5.2,601+,47.4,280,10.3,601+,17,580,90.4,151,12.4,601+,25.6
461=,James Cook University,AU,M,FC,VH,4,A,13.9,501+,10.2,501+,11.9,601+,63.3,184,55.7,329,19.5,545,79.6,326,7.6,601+,25.5
461=,Rensselaer Polytechnic Institute,US,M,CO,VH,5,B,8.4,501+,6.5,501+,21,601+,70.5,145,12.2,601+,48.9,298,41,601+,57.3,197,25.5
461=,Southeast University,CN,XL,FC,VH,3,A,11.1,501+,6,501+,29.5,519,68.7,155,10.4,601+,3.9,601+,62.1,546,5.2,601+,25.5
461=,Universidad de Belgrano,AR,M,CO,MD,4,B,9.4,501+,17.4,501+,89.8,87,1,601+,6.4,601+,28.4,443,,,6.5,601+,25.5
465=,"Essex, University of",UK,L,CO,VH,4,A,16.2,501+,8,501+,12.3,601+,28.1,452,99.7,78,98.3,55,71.8,440,12.8,601+,25.4
465=,Universidad de Santiago de Chile (USACH),CL,L,FC,HI,5,A,41,202,58.1,137,8.3,601+,4.9,601+,7,601+,2.4,601+,46.6,601+,4.4,601+,25.4
467=,The National University of Science and Technology MISIS,RU,M,CO,VH,4,A,8.2,501+,9.9,501+,74.2,163,13.7,601+,12.2,601+,53.4,268,45.6,601+,7.5,601+,25.3
467=,Universidad de La Habana,CU,L,CO,HI,5,A,20.3,416,25.5,377,69.4,191,1.6,601+,1.9,601+,4.5,601+,25.6,601+,55.6,210,25.3
467=,University of Alaska Fairbanks,US,S,CO,VH,,A,3.1,501+,3.7,501+,99.6,33,16.2,601+,5.6,601+,3.4,601+,44.5,601+,8.3,601+,25.3
467=,University of Iowa,US,L,FC,VH,5,A,20.7,404,13.3,501+,48.2,325,24.4,498,15.8,601+,5.9,601+,81.3,299,30.6,410,25.3
471=,Dublin City University,IE,L,FC,HI,3,A,19.1,449,32.4,301,31.3,494,16.4,601+,76.4,230,16.2,601+,73.5,419,50.3,248,25.2
471=,Tulane University,US,L,FC,HI,5,B,9.5,501+,4.2,501+,86.7,102,11.4,601+,13.7,601+,10.9,601+,74.9,399,44.1,291,25.2
473=,University of Cyprus (UCY),CY,M,CO,VH,3,A,9,501+,3.1,501+,5.1,601+,71.7,137,87.6,187,27.4,452,84.2,254,57.4,196,25.1
473=,University of Saskatchewan,CA,L,FC,VH,5,A,12,501+,11.7,501+,21.9,601+,42.5,329,69.9,259,52.3,280,83.5,264,24.9,490,25.1
475=,Chang Gung University,TW,M,FO,VH,3,B,4.8,501+,4.9,501+,69.4,190,40.5,349,4.3,601+,5.2,601+,26.3,601+,8.6,601+,25
475=,University of Turin,IT,XL,FC,VH,5,A,37.5,225,6.5,501+,3.3,601+,39.8,351,5.2,601+,6.6,601+,86.5,220,23,528,25
477=,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),SA,L,FC,HI,3,A,5.8,501+,3.7,501+,81.8,125,2,601+,97.6,117,9.2,601+,49.6,601+,4.5,601+,24.9
477=,Koç University,TR,M,FC,HI,3,B,20.4,411,36.3,265,31.2,497,23.4,511,30.3,472,10.6,601+,42.6,601+,24,507,24.9
477=,Martin-Luther-Universität Halle-Wittenberg,DE,L,FC,HI,5,A,14.6,501+,4.5,501+,83.9,114,5.7,601+,,,10.7,601+,83.6,262,17.2,601+,24.9
477=,UNESP,BR,XL,FC,VH,3,A,37,230,23.5,407,19.1,601+,16.8,600,6.1,601+,2.3,601+,74.8,403,2.8,601+,24.9
481=,Bond University,AU,S,FC,HI,3,B,4.4,501+,6.3,501+,45.8,338,16.4,601+,98.3,107,98.9,48,15.3,601+,31.1,400,24.8
481=,Dongguk University ,KR,L,FC,HI,4,B,8.5,501+,9.9,501+,85.8,106,7.6,601+,10.2,601+,21.6,515,41.8,601+,7.6,601+,24.8
481=,Iowa State University,US,L,CO,VH,5,A,19.4,442,13.9,501+,7.9,601+,65.8,171,6,601+,10.3,601+,85.1,239,31,402,24.8
481=,Kazakh National Agrarian University KazNAU,KZ,M,SP,LO,4,A,14.7,501+,13.8,501+,73.5,165,1.1,601+,29.2,485,19.9,539,5.8,601+,15.8,601+,24.8
481=,Universiti Utara Malaysia (UUM),MY,L,SP,VH,3,A,19.4,443,23.3,412,42.6,366,6.1,601+,20.3,579,76,177,23.7,601+,6.5,601+,24.8
486=,Auckland University of Technology (AUT),NZ,L,CO,VH,2,A,19.1,452,14.6,501+,9.5,601+,17.9,584,100,56,99.9,26,53.9,601+,10.4,601+,24.7
486=,University of Klagenfurt,AT,S,FO,VH,4,A,4.3,501+,2.9,501+,56.6,274,11.4,601+,95.2,138,84.8,136,43.4,601+,49.7,252,24.7
488=,Ajou University ,KR,M,FC,VH,3,B,13.3,501+,12.1,501+,70,187,13.5,601+,7.4,601+,16.6,590,26.5,601+,8.1,601+,24.6
488=,Universidad Politécnica de Madrid (UPM),ES,XL,SP,VH,4,A,30.8,279,50.1,174,17.4,601+,10.8,601+,3.2,601+,27.1,454,77.8,350,44.7,284,24.6
490=,Aix-Marseille University,FR,XL,FC,VH,5,A,36,238,3.5,501+,9.1,601+,28.8,443,20,583,21.8,512,98.1,18,9.9,601+,24.5
490=,Ben-Gurion University of The Negev,IL,L,FC,VH,4,A,14.6,501+,11.7,501+,12.8,601+,53,241,66.2,280,17.3,573,68.3,476,12.7,601+,24.5
490=,Chiba University,JP,L,FC,VH,4,A,16,501+,6.7,501+,71.8,175,11.1,601+,8.2,601+,6.1,601+,39.3,601+,3.6,601+,24.5
490=,Justus-Liebig-University Giessen,DE,L,FC,HI,5,A,12.3,501+,8.1,501+,1.8,601+,85.5,90,10.3,601+,13.9,601+,90.6,148,8.1,601+,24.5
494=,The Catholic University of Korea ,KR,M,FC,VH,3,B,4.7,501+,2.5,501+,98.5,44,9.8,601+,2.3,601+,6.6,601+,13.9,601+,4.3,601+,24.4
494=,Universidad ORT Uruguay,UY,S,FO,HI,4,B,11.7,501+,16.3,501+,83.2,122,1.2,601+,20.5,577,1.9,601+,2.2,601+,70,136,24.4
494=,University of Granada,ES,XL,FC,VH,5,A,42.1,196,7.8,501+,6.4,601+,21.7,531,3.7,601+,17.4,571,95.6,62,4.1,601+,24.4
497=,Brandeis University,US,M,CO,VH,4,B,9.6,501+,3.8,501+,55.7,279,22.3,524,19.4,588,68.5,208,20.3,601+,55.1,214,24.3
497=,Jilin University,CN,XL,FC,VH,4,A,13.5,501+,44.5,214,42,371,25.8,480,13.7,601+,2.4,601+,55.5,601+,20.2,584,24.3
499=,Central South University,CN,XL,FC,VH,2,A,7.3,501+,2,501+,5.5,601+,96.3,38,8.2,601+,3.9,601+,51,601+,11.9,601+,24.2
499=,"University of Rome ""Tor Vergata""",IT,L,CO,VH,3,A,31.6,268,12.6,501+,6.8,601+,34.3,400,9.4,601+,29.4,431,75.2,388,14.6,601+,24.2
501-510, Western Sydney University,AU,XL,FC,HI,3,A,16.5,501+,18.1,496,4.7,601+,33.9,404,100,44,56.3,254,84.6,246,6.4,601+,-
501-510,Bar-Ilan University,IL,L,FC,VH,4,A,8.4,501+,6.5,501+,8.2,601+,77.9,117,49.4,354,3.2,601+,58.8,581,20.3,581,-
501-510,Colorado School of Mines,US,M,FO,VH,5,A,6.9,501+,9.2,501+,24.9,587,67.7,163,22.3,555,11.5,601+,40.7,601+,24.5,501,-
501-510,Kyungpook National University,KR,L,FC,VH,4,A,14.2,501+,19.2,477,60.8,251,14.7,601+,8.1,601+,16.5,592,54.9,601+,14.1,601+,-
501-510,Middle East Technical University,TR,L,CO,VH,4,A,26.8,318,52.7,157,8.5,601+,25,492,10.7,601+,14.7,601+,58.5,585,30.1,415,-
501-510,Missouri University of Science and Technology,US,M,CO,VH,5,A,3.2,501+,4.3,501+,7.2,601+,79.9,111,86.9,191,8.2,601+,35.2,601+,4.2,601+,-
501-510,Swarthmore College,US,S,CO,HI,5,B,3.5,501+,1.5,501+,91.8,79,19.3,569,2.3,601+,,,10.3,601+,99.1,20,-
501-510,Université de Montpellier,FR,XL,FO,VH,5,A,19.8,431,5.9,501+,9.4,601+,55.1,227,23.6,539,28.6,439,99.1,9,5.4,601+,-
501-510,University of Aveiro,PT,L,CO,VH,3,A,13.1,501+,6.3,501+,18.4,601+,68.9,152,4.8,601+,8.1,601+,92.4,117,8,601+,-
501-510,University of St.Gallen (HSG),CH,M,SP,VH,5,A,8.8,501+,38.6,244,6.7,601+,29.3,437,100,51,85.2,133,8,601+,98.5,28,-
501-510,University of Stirling,UK,M,CO,VH,4,A,10.8,501+,12.1,501+,13.5,601+,41.2,344,70,258,77.8,162,59.5,574,23.2,521,-
501-510,University of Tehran,IR,XL,CO,VH,4,A,22.6,370,27.5,349,4.2,601+,55.8,220,2,601+,2,601+,80.2,321,28.5,444,-
501-510,Yokohama City University,JP,M,FO,VH,4,A,3.5,501+,2.7,501+,99.2,37,10.3,601+,4.1,601+,2.7,601+,14.9,601+,5.6,601+,-
511-520,Abai Kazakh National Pedagogical University,KZ,L,CO,MD,4,A,19.4,444,17.1,501+,60.1,261,1.1,601+,37.7,422,3.2,601+,3.2,601+,13.7,601+,-
511-520,Florida State University,US,XL,FC,VH,5,A,26.7,319,37.1,256,8.2,601+,33.1,413,15,601+,4.2,601+,72.8,427,22.3,546,-
511-520,"Goldsmiths, University of London",UK,M,FO,VH,5,A,16.2,501+,7.5,501+,18.3,601+,17.4,592,87.3,190,96.6,69,30.6,601+,20.1,588,-
